2019-04-09T21:40:27.946 WFC 159 WFC 4-9 21:40:27.556 1228 SELL IOC LMT 200.0 48.29 BREACH_CUTTER Filled breach cutting, pos partialFill, lastQ, livePos 200.0 0.0
2019-04-09T21:41:28.341 IQ 165 IQ 4-9 21:41:27.902 1234 SELL IOC LMT 225.0 23.85 BREACH_CUTTER Submitted breach cutting, pos partialFill, lastQ, livePos 225.0 125.0
2019-04-09T21:41:28.341 IQ 165 IQ 4-9 21:41:27.902 1234 SELL IOC LMT 225.0 23.85 BREACH_CUTTER Submitted breach cutting, pos partialFill, lastQ, livePos 225.0 125.0
2019-04-09T21:41:28.343 IQ 165 IQ 4-9 21:41:27.902 1234 SELL IOC LMT 225.0 23.85 BREACH_CUTTER Filled breach cutting, pos partialFill, lastQ, livePos 225.0 0.0
2019-04-09T21:41:28.344 IQ 165 IQ 4-9 21:41:27.902 1234 SELL IOC LMT 225.0 23.85 BREACH_CUTTER Filled breach cutting, pos partialFill, lastQ, livePos 225.0 0.0
2019-04-09T21:41:28.344 IQ 165 IQ 4-9 21:41:27.902 1234 SELL IOC LMT 225.0 23.85 BREACH_CUTTER Filled breach cutting, pos partialFill, lastQ, livePos 225.0 0.0
2019-04-09T22:22:19.927 NIO 228 NIO 4-9 22:22:19.538 1297 BUY IOC LMT 2400.0 5.11 BREACH_CUTTER Filled breach cutting, pos partialFill, lastQ, livePos 2400.0 0.0
2019-04-09T22:22:19.928 NIO 228 NIO 4-9 22:22:19.538 1297 BUY IOC LMT 2400.0 5.11 BREACH_CUTTER Filled breach cutting, pos partialFill, lastQ, livePos 2400.0 0.0
2019-04-09T22:49:33.400 UAL 255 UAL 4-9 22:49:33.007 1324 SELL IOC LMT 100.0 83.49 BREACH_CUTTER Filled breach cutting, pos partialFill, lastQ, livePos 100.0 0.0
2019-04-09T22:49:33.401 UAL 255 UAL 4-9 22:49:33.007 1324 SELL IOC LMT 100.0 83.49 BREACH_CUTTER Filled breach cutting, pos partialFill, lastQ, livePos 100.0 0.0
2019-04-10T00:20:37.774 PDD 296 PDD 4-10 0:20:37.394 1365 BUY IOC LMT 500.0 22.46 BREACH_CUTTER Submitted breach cutting, pos partialFill, lastQ, livePos 500.0 -400.0
2019-04-10T00:20:37.776 PDD 296 PDD 4-10 0:20:37.394 1365 BUY IOC LMT 500.0 22.46 BREACH_CUTTER Submitted breach cutting, pos partialFill, lastQ, livePos 500.0 -200.0
2019-04-10T00:20:37.834 PDD 296 PDD 4-10 0:20:37.394 1365 BUY IOC LMT 500.0 22.46 BREACH_CUTTER Submitted breach cutting, pos partialFill, lastQ, livePos 500.0 -200.0
